"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"7142","53299654","茗嘉鼎實業股份有限公司","嘉義縣梅山鄉梅北村健康街109號1樓","江廖彩雲","12000000","1101229"
"7143","53300596","易錫資源回收股份有限公司","臺中市北屯區平昌里柳陽東街45號2樓之1","劉俊龍","5000000","1101227"
"7144","53301510","祖贊企業有限公司","嘉義縣布袋鎮復興里新塭609之1號","蘇士銘","10000000","1101207"
"7145","53301526","中陽股份有限公司","臺中市西區昇平街140號2樓","江秀珍","7000000","1101223"
"7146","53301814","方圓展業有限公司","桃園市觀音區新坡里中山路2段89號(1樓)","曹佑銘","500000","1101223"
"7147","53303215","神嶺有限公司","新竹市北區境福里中正路482巷45號1樓","彭凱詠","4000000","1101209"
"7148","53303290","廣沅鑫實業有限公司","新竹市頂竹里東南街163號1樓","官大楠","12000000","1101201"
"7149","53304827","宏享金屬科技有限公司","屏東縣長治鄉香楊村香楊路113號1樓","劉錦章","10000000","1101201"
"7150","53306509","樂晟國際股份有限公司","臺中市北屯區建和路二段202號","包振力","200000","1101220"
"7151","53306971","岳展人文有限公司","臺中市西屯區文心路三段241號10樓之1","蔡岳展","3000000","1101208"
"7152","53307465","柏仲管理顧問股份有限公司","臺北市松山區南京東路4段1號11樓","呂先輝","10000000","1101223"
"7153","53307697","三谷投資有限公司","臺南市永康區王行里環工路8號之1","簡周碧娥","1000000","1101202"
"7154","53308149","翰廷精密科技股份有限公司","臺北市內湖區內湖路1段120巷13號3樓","恆鈺興翰投資股份有限公司","334990030","1101229"
"7155","53308794","和亞興業有限公司","彰化縣大村鄉貢旗村大崙路6-2號","邱麗如","8020000","1101222"
"7156","53308838","帝德國際實業股份有限公司","臺中市西屯區市政北三路113號8樓之3","郝旭儀","5000000","1101209"
"7157","53309739","森柏格投資股份有限公司","臺北市中正區衡陽路51號13樓之2","鄭志發","121000000","1101209"
"7158","53311382","國驥股份有限公司","臺北市信義區東興路49號11樓","江道生","543000000","1101213"
"7159","53312241","天利行銷實業有限公司","新北市板橋區信義路200號3樓","游速琴","5000000","1101229"
"7160","53313059","美臺團網路股份有限公司","臺北市中正區中華路1段77號6樓之1","沈學榮","11404280","1101222"
"7161","53313234","台灣田中電子股份有限公司","臺北市松山區敦化北路88號11樓之2","井関茂(Iseki Shigeru)","584500000","1101206"
"7162","53313749","耐斯傳媒科技股份有限公司","臺北市南港區三重路19之3號11樓","陸醒華","5500000","1101228"
"7163","53315269","中華雙子星開發股份有限公司","臺北市松山區東興路12號16樓","沈慶京","4912163570","1101206"
"7164","53317576","雋永創新股份有限公司","臺南市永康區復華十街11巷3號1樓","張家銘","10000000","1101220"
"7165","53317920","華丞資訊有限公司","臺北市大同區承德路2段175巷6號","許聰騰","1000000","1101217"
"7166","53318651","聚益實業股份有限公司","臺北市信義區東興路61號8樓","馬國柱","60000000","1101228"
"7167","53319764","百鉅國際開發股份有限公司","臺北市北投區中山路3號","朱梅春","311866000","1101223"
"7168","53320354","數治諮詢顧問股份有限公司","臺北市大安區信義路4段210號3樓","彭月娥","1000000","1101210"
"7169","53322851","宇川精密材料科技股份有限公司","臺北市內湖區新湖二路170號4樓","郭文哲","366220980","1101214"
"7170","53322894","泰誼國際有限公司","臺北市松山區南京東路4段130號4樓之1","費立平","1000000","1101210"
"7171","53323520","伽瑪科技有限公司","臺北市內湖區堤頂大道2段475號2樓","HUE CHIN FOO","50000000","1101223"
"7172","53324035","愛視購科技股份有限公司","新北市汐止區新台五路1段106號12樓","林勤展","10000000","1101202"
"7173","53324611","采旺興業股份有限公司","臺北市內湖區新湖三路23號5樓","李愛珍","1190000000","1101209"
"7174","53324859","齊智創新股份有限公司","臺北市中山區民權東路3段58號9樓之1","林弘書","1000000","1101214"
"7175","53326532","麥瑞克斯國際有限公司","臺南市善化區牛庄里牛庄146之21號1樓","姜靜文","3000000","1101220"
"7176","53327407","兆健富有限公司","臺北市信義區忠孝東路5段455號10樓之5","郭富鳳","50000000","1101228"
"7177","53328763","艾享創意有限公司","臺北市內湖區基湖路35巷11號7樓之1","王昱棠","10000000","1101228"
"7178","53328948","慶旺投資有限公司","臺北市松山區民權東路3段142號13樓","黃子娟","29770000","1101224"
"7179","53330677","駿躍投資股份有限公司","臺北市士林區中山北路5段518號2樓","秦家騏","630000000","1101224"
"7180","53332387","兆華國際顧問有限公司","臺北市信義區松仁路101號12樓之1","劉旻華","2000000","1101222"
"7181","53333055","均璨投資股份有限公司","臺北市大安區忠孝東路3段217巷2弄13之1號2樓","吳正憲","51310000","1101217"
"7182","53333647","上睿國際股份有限公司","臺北市內湖區瑞光路583巷22號3樓","胡琮乾","100000000","1101222"
"7183","53333766","漢洧有限公司","新北市板橋區文聖街11巷12號","柯雅玲","250000","1101209"
"7184","53333816","明玥有限公司","臺北市大安區復興南路2段331號1樓","顏沂弘","600000","1101202"
"7185","53333864","水上住宅建設股份有限公司","臺北市中山區吉林路379巷4號1樓","陳佳麟","10000000","1101216"
"7186","53334076","延和實業有限公司","臺北市大安區敦化南路2段1號10樓","張碧霞","5000000","1101207"
"7187","53334863","向量創新科技有限公司","臺北市中山區長春路59號7樓","張怡齡","1000000","1101224"
"7188","53335595","比沙列室內裝修設計有限公司","臺北市中山區堤頂大道2段358號360號","張靜峯","27000000","1101224"
"7189","53337427","宏德衡器有限公司","臺北市士林區福港街146之1號1樓","王志榮","8000000","1101209"
"7190","53337545","琅河投資股份有限公司","臺北市大同區民生西路288號8樓","黃河東","529918090","1101206"
"7191","53337910","鈞太有限公司","臺北市大安區仁愛路4段383號地下樓","潘芳中","80000000","1101202"
"7192","53339749","立威通訊有限公司","新北市蘆洲區中興街125號3樓之2","陳瑞宗","1000000","1101227"
"7193","53339966","紳縢室內裝修實業有限公司","新北市淡水區學府路118巷5號7樓","莊宥騫","4000000","1101220"
"7194","53341169","灝元商務科技股份有限公司","臺北市中山區復興北路60號8樓之2","吳承鴻","600000","1101207"
"7195","53341323","宏昇租賃有限公司","臺東縣臺東市知本里富裕路501巷31弄24號1樓","陳柏丞","5000000","1101201"
"7196","53341652","星藝象娛樂股份有限公司","臺北市內湖區瑞光路451號11樓","陳文琦","15000000","1101208"
"7197","53342287","太閃娛樂股份有限公司","臺北市中正區晉江街31號","黃彥銘","10000000","1101206"
"7198","53342420","富森廣告行銷有限公司","臺北市中山區松江路293之705號","張維之","300000","1101214"
"7199","53346663","永佳樂有限公司","臺北市中正區忠孝東路1段9號1樓","林樂琦","206300000","1101207"
"7200","53347261","台灣波爾表股份有限公司","臺北市松山區民生東路3段131號9樓","楊薪錡","20000000","1101206"
"7201","53347451","攸泰科技股份有限公司","臺北市內湖區陽光街300號8樓","簡民智","410000000","1101207"
"7202","53347635","丰居旅店股份有限公司","臺北市中正區博愛路60號5樓","周仁昌","2000000","1101222"
"7203","53349161","弘瑩股份有限公司","臺北市信義區松德路171號3樓之3","元弘茂股份有限公司","10000000","1101209"
"7204","53349520","耀金台國際行銷股份有限公司","新北市土城區民安街7號5樓","邱銘乾","400010","1101208"
"7205","53349606","旺達國際物流股份有限公司","臺北市內湖區陽光街351號2樓之1","謝國雄","10000000","1101222"
"7206","53349789","加樂生醫股份有限公司","臺北市士林區德行西路33號3樓","謝志強","100000000","1101230"
"7207","53351497","季鴻科技有限公司","桃園市大溪區仁義里介壽路237號","何少凡","1000000","1101210"
"7208","53351932","百超國際雷射有限公司","新北市五股區五權路66號","徐大源","5000000","1101228"
"7209","53352995","井澤實業有限公司","臺北市松山區民生東路5段204號2樓之5","翁榮廷","3000000","1101223"
"7210","53353122","咖碼股份有限公司","臺北市大安區安和路1段27號18樓","何炳霖","162000000","1101210"
"7211","53353951","諾宇有限公司","新北市新莊區中正路300巷19號4樓","李國勲","500000","1101227"
"7212","53357252","匯豐私募股權基金股份有限公司","臺北市萬華區和平西路3段187之6號3樓","陳逸豐","150000","1101215"
"7213","53357470","宏騏事業有限公司","新北市新莊區中華路3段72號5樓","許原嘉","230000","1101223"
"7214","53357669","大江基因醫學股份有限公司","臺北市內湖區港墘路185號10樓之1","林詠翔","214585200","1101210"
"7215","53357984","虹興科技股份有限公司","臺北市松山區南京東路5段356號8樓之2","璩澤中","3000000","1101202"
"7216","53358007","鑫晨有限公司","臺北市萬華區西昌街124號4樓","吳祚士","1000000","1101216"
"7217","53358273","美臺團故事旅行社股份有限公司","新北市中和區景新街347號9樓之2","王鵬超","8000000","1101213"
"7218","53360377","益田建材有限公司","臺中市后里區義里里甲后路一段225號1樓","李世宗","23000000","1101227"
"7219","53361811","鴻崴建設有限公司","臺南市安南區海環街44號1樓","楊明峻","10000000","1101230"
"7220","53363584","升閣樓視聽歌唱有限公司","桃園市平鎮區新勢里中豐路36號1樓","郭秉宏","100000","1101221"
"7221","53363590","哈佛問卷科技股份有限公司","臺中市西區臺灣大道二段181號11樓之7","林明成","1700000","1101202"
"7222","53363780","詠珍品國際股份有限公司","臺南市安平區金城里安北路598號2樓","葉翊綺","25000000","1101227"
"7223","53363894","智藝家科技有限公司","桃園市蘆竹區南崁里經國路890號6樓","廖育德","5000000","1101221"
"7224","53364752","宇賢交通股份有限公司","桃園市蘆竹區興仁路1巷22號2樓","徐偉翔","29000000","1101227"
"7225","53367809","晉大精密金屬有限公司","臺南市安定區嘉同里牛肉寮65之16號","林昭男","2000000","1101207"
"7226","53368265","邦傑營造有限公司","臺中市西區公正里公益路367號3樓之2","林碧信","3600000","1101220"
"7227","53369052","三甲實業有限公司","臺中市太平區環太東路233號4樓","姚佳伶","10000000","1101202"
"7228","53369166","台貿科技股份有限公司","臺中市南屯區惠中里大聖街25號4樓之3","許美華","6372500","1101220"
"7229","53369686","百孚興業股份有限公司","宜蘭縣三星鄉大義村培英路157號1樓","朱鴻明","9300000","1101213"
"7230","53370728","民楷建設有限公司","彰化縣彰化市西安里南瑤路349號1樓","李東柏","15000000","1101213"
"7231","53372253","金昱投資有限公司","桃園市桃園區大有里大有路487號4樓之1","鄭名翔","10000000","1101208"
"7232","53373598","源侑鴻有限公司","臺中市中區綠川西街85號12樓之1","劉劍佑","1000000","1101202"
"7233","53373746","鐵興企業有限公司","臺中市北屯區四平路238巷13號3樓之1","吳儀卿","5450000","1101227"
"7234","53373942","瑞澤機械有限公司","臺中市豐原區豐年路149巷71號","世佳華","2000000","1101216"
"7235","53376173","果子文創有限公司","臺中市東區自由路四段115巷6號","魏彰志","3000000","1101215"
"7236","53376292","羿承科技有限公司","臺中市神岡區社南里中山路667巷32弄38號","張榮傑","13000000","1101201"
"7237","53376429","緯柏國際貿易有限公司","桃園市平鎮區延平路三段640巷151之8號","陳義乾","15000000","1101223"
"7238","53377975","速創智慧科技股份有限公司","臺中市梧棲區永安里向上路九段466巷92號1樓","李安哲","9500000","1101229"
"7239","53380177","朋吉實業股份有限公司","臺中市北屯區仁和里梅川東路五段398號18樓之2","鄭裔芯","14800000","1101203"
"7240","53380401","國匠企業有限公司","臺中市東區十甲里東英十五街288號8樓之1","許景坤","5000000","1101214"
"7241","53382610","鑫成星緊固件有限公司","桃園市蘆竹區上興里中興四街222號2樓","陳紀成","31200000","1101206"
"7242","53382787","竑泰環保有限公司","新竹市東區關東里10鄰光復路一段108巷1弄2號","陳華榕","12000000","1101220"
"7243","53384700","龍錩開發有限公司","臺中市太平區光華里大興十七街45號","葉青峯","5000000","1101213"
"7244","53384758","亞特國際興業有限公司","臺南市山上區新莊里大庄66之8號","周定國","1000000","1101201"
"7245","53385314","尚合力建設有限公司","臺南市安平區億載里永華十一街159巷78號2樓","黃教煌","30000000","1101223"
"7246","53386854","波色科技股份有限公司","新竹縣竹北市竹北里台元街38號3樓之3","王科順","5000000","1101217"
"7247","53387122","金堂資源回收有限公司","彰化縣福興鄉社尾村浮景巷24號","蔡錦堂","5000000","1101227"
"7248","53387256","行動學習科技股份有限公司","臺南市東區東門里東門路一段3號2樓","陳政山","31170000","1101210"
"7249","53387946","勁傑系統科技股份有限公司","新竹縣竹北市光明六路東一段251號13樓","鄭志堅","32000000","1101228"
"7250","53388136","盟興建設開發有限公司","新竹市樹下里牛埔南路426號1樓","吳天祥","2000000","1101201"
"7251","53389873","東冠投資有限公司","新北市汐止區新台五路1段106號18樓","石峰鵠","500000","1101229"
"7252","53390029","世華興業有限公司","桃園市中壢區正光街20巷4弄8號","葉文岳","1000000","1101210"
"7253","53392434","萬昌科技有限公司","桃園市蘆竹區南崁路二段228巷16弄17、19號","鍾遠章","8000000","1101213"
"7254","53392758","品豐棠投顧有限公司","臺中市西屯區大有五街27號6樓之1","陳品嘉","3000000","1101215"
"7255","53393601","超能高新材料股份有限公司","桃園市龍潭區工五路269號","魏汝超","170000000","1101227"
"7256","53394159","景凱生物科技股份有限公司","新竹縣竹北市生醫路2段2號D207室","石英珠","751220000","1101230"
"7257","53395066","和旺車業有限公司","彰化縣員林市三信里中山路2段386號一樓","吳濬呈","1000000","1101216"
"7258","53395848","築禾營造有限公司","嘉義市東區短竹里日新街189號1樓","黃暐傑","50000000","1101217"
"7259","53397395","大醫生技有限公司","嘉義縣民雄鄉豐收村山子腳65-1號","謝豐裕","13000000","1101227"
"7260","53397732","中郡建設股份有限公司","臺中市北區臺灣大道二段340號9樓之5","楊由燈","104000000","1101227"
"7261","53397796","奕昌清除有限公司","宜蘭縣冬山鄉太和路133巷150弄43號一樓","李正男","5000000","1101206"
"7262","53398090","歐達休閒娛樂有限公司","臺中市西屯區青海南街59號1-2樓","白丞","11000000","1101213"
"7263","53398486","力鵬環保科技有限公司","臺中市北屯區平順里崇德二路一段245號1樓","曹芳誠","1000000","1101216"
"7264","53398606","飛樂褔整合行銷有限公司","臺中市北區賴旺里文心路四段182號地下1層之1","王俊杰","2000000","1101222"
"7265","53399014","利元流通有限公司","南投縣南投市育樂路149號1樓","陳俊宏","2000000","1101206"
"7266","53399078","達衛師國際驗證服務股份有限公司","臺南市南區惠南街103號2樓","陳勁宇","14000000","1101217"
"7267","53399540","上允環保有限公司","雲林縣麥寮鄉施厝村仁德東路506巷90號1樓","林麗芳","5000000","1101209"
"7268","53400384","方誠不動產仲介經紀有限公司","新竹市新莊里關新路203號1樓","呂基生","500000","1101206"
"7269","53400602","新竹電機股份有限公司","新竹縣新埔鎮新民里成功街250號一樓","蘇芳怡","2400000","1101214"
"7270","53401530","騰聯電子材料科技股份有限公司","新竹縣竹北市新泰路35號8樓之10","林慶峰","60000000","1101223"
"7271","53403278","將軍國際行銷股份有限公司","苗栗縣頭份市永貞路1段77巷20號","徐光勤","10000000","1101229"
"7272","53405661","瑞仕營造有限公司","南投縣魚池鄉魚池村瓊文巷18之4號1樓","杜佶學","5000000","1101208"
"7273","53407274","泓昇開發管理顧問有限公司","桃園市桃園區正光路423之5號10樓","吳春蓉","3000000","1101224"
"7274","53411592","哥德手感烘焙食品有限公司","新北市新莊區富國路9號1樓,2樓","周怡珊","3000000","1101201"
"7275","53412207","宇希企業有限公司","新北市新莊區後港二路40巷6號3樓","胡惠珍","300000","1101223"
"7276","53412240","丞叡科技有限公司","新北市板橋區和平路安樂巷44弄5號5樓","潘啟彰","300000","1101223"
"7277","53412945","御翔科技有限公司","新北市鶯歌區香賓街10巷3號","鄭鴻達","5000000","1101208"
"7278","53413297","仟糧國際股份有限公司","新北市汐止區大同路3段437號3樓","曹維軒","2000000","1101213"
"7279","53415062","康曜健康事業有限公司","臺北市中正區漢口街1段132號3樓","陳光耀","100000","1101209"
"7280","53416490","天億保全股份有限公司","新北市中和區中正路90號(1樓)","江文","40000000","1101229"
"7281","53420543","冠羿材料科技股份有限公司","新北市中和區中正路872號10樓之3","鄭文華","85000000","1101227"
"7282","53422269","禾傑科技有限公司","新北市三重區中正南路242之1號7樓","湯光文","3000000","1101230"
"7283","53422541","虹宴餐飲股份有限公司","新北市新莊區後港一路147號2樓","黃屘","40000000","1101208"
"7284","53422991","鋒勳建設股份有限公司","新北市永和區保生路1號18樓之3","謝明勳","30000000","1101217"
"7285","53424013","裘利皮件開發有限公司","新北市汐止區保一街79號6樓","雷博涵","1000000","1101228"
"7286","53424392","奇鴻國際貿易有限公司","新北市中和區中正路716號10樓之1","杜奇明","200000","1101208"
"7287","53424610","昭晨廣告行銷有限公司","新北市土城區學士路365號10樓","莊淑妃","2000000","1101215"
"7288","53425337","國泰世華私募股權基金股份有限公司","臺北市萬華區和平西路3段187之6號3樓","陳逸豐","150000","1101209"
"7289","53425483","和鼎精密工業有限公司","臺南市鹽水區治水路73巷142巷166號","許世和","5000000","1101203"
"7290","53425646","中國工商私募股權基金股份有限公司","臺北市萬華區和平西路3段187之6號3樓","陳逸豐","150000","1101215"
"7291","53425694","吉網國際有限公司","新北市鶯歌區南昌街2號","邱翊晉","450000","1101229"
"7292","53427877","德米得企業有限公司","新北市板橋區三民路2段37號18樓之3","陳勇安","8606393","1101229"
"7293","53428361","花旗私募股權基金股份有限公司","臺北市萬華區和平西路3段187之6號3樓","陳逸豐","150000","1101217"
"7294","53429642","邦喬光電有限公司","臺北市大安區忠孝東路4段169號5樓之1、之3","吳春麗","10000000","1101229"
"7295","53430649","祖德素食有限公司","新北市新莊區復興路3段54號","巫順興","5000000","1101223"
"7296","53430818","威翔彩藝股份有限公司","新北市中和區橋和路120之1號(1樓)","張振國","5000000","1101227"
"7297","53430970","淨願生命有限公司","新北市板橋區龍泉街54巷8弄14號4樓","何美玲","200000","1101206"
"7298","53431416","技佳事業股份有限公司","新北市板橋區三民路2段居仁巷35號（1樓）","王雅玲","10000000","1101224"
"7299","53431669","聯合果貿易有限公司","新北市中和區橋安街41號2樓","呂麗瑛","5000000","1101215"
"7300","53432549","銓國資源有限公司","桃園市蘆竹區內厝里東溪路210號","廖瑞青","15000000","1101221"
"7301","53432604","永捷投資股份有限公司","新北市深坑區深坑街26號4樓","黃種智","1881240","1101207"
"7302","53433245","厚展生技有限公司","新北市新莊區建安街35巷16號8樓","林金靜","2000000","1101203"
"7303","53436019","新樸建設有限公司","新北市汐止區大同路1段111巷16號5樓","朱志民","50000000","1101222"
"7304","53436496","築城國際事業有限公司","新北市土城區大暖路20巷8號","莊傑皓","5200000","1101222"
"7305","53436622","東基開發建設股份有限公司","新北市三重區中正南路84號7樓","陳宜廷","41300000","1101227"
"7306","53439439","鴻凱雲端科技股份有限公司","新北市土城區大同街23號7樓","傅振芳","30000000","1101210"
"7307","53450460","鼎盛行銷股份有限公司","新北市土城區延和路258號3樓","楊坤洲","20000000","1101215"
"7308","53450927","柏克互動股份有限公司","新北市新莊區幸福東路60之1號8樓","陳信雄","25000000","1101213"
"7309","53451539","簡坤投資有限公司","新北市五股區五工路124號5樓","蔡坤欉","65000000","1101230"
"7310","53452642","漢順國際有限公司","桃園市大園區領航北路四段148之1號","廖漢平","501000","1101202"
"7311","53453852","鋒鎂實業有限公司","新北市新莊區豐盛一街8號14樓","高瑞月","500000","1101224"
"7312","53454228","敦承國際美容用品有限公司","新北市土城區學府路1段123號3樓","余紫騏","200000","1101201"
"7313","53455161","永晟家具有限公司","新北市蘆洲區中正路476巷20之29號","王榮澤","15000000","1101221"
"7314","53458104","吉來家股份有限公司","臺中市神岡區中山路360巷1號","李令愉","10000000","1101215"
"7315","53461831","六必居有限公司","新北市板橋區民權路3號","張錫鑫","10000000","1101217"
"7316","53463802","明尚建設有限公司","桃園市桃園區三民路三段350巷3號","李燕虹","50000000","1101222"
"7317","53464176","盛議有限公司","桃園市桃園區經國一路39號3樓","邱聖哲","5000000","1101215"
"7318","53465436","打打影像有限公司","臺北市內湖區洲子街12號2樓","賴冠源","1700000","1101214"
"7319","53465816","志凌科技股份有限公司","新北市三重區成功路50巷57號4樓","王志豪","1000000","1101224"
"7320","53465914","聯鑫開發建設股份有限公司","臺北市士林區大南路325號1樓","呂木火","18000000","1101221"
"7321","53467130","澤豪有限公司","新北市鶯歌區永明街99號4樓","李明星","1000000","1101228"
"7322","53468601","拓揚科技有限公司","新北市永和區中正路649號4樓之4","程宜振","3000000","1101216"
"7323","53469263","涵館汽車旅館有限公司","臺中市南屯區惠弘街169號","吳美雲","33000000","1101213"
"7324","53471535","達寬服務商業有限公司","桃園市桃園區春日路658巷14號8樓","郭恩伶","6000000","1101203"
"7325","53472372","鼎富通運有限公司","彰化縣員林市惠明街153號","詹明輝","72000000","1101222"
"7326","53472416","德竑鞋業有限公司","臺中市大雅區上楓里民權街32號2樓","吳麗琴","3000000","1101207"
"7327","53472719","宣晟科技工程有限公司","新竹縣竹北市中崙里福興路875號1樓","何春炫","2000000","1101208"
"7328","53472942","嚴翔開發有限公司","臺中市南屯區三和里大墩十二街632號3樓之3","朱清隆","7500000","1101217"
"7329","53473457","行富投資有限公司","臺中市西屯區福祥街31巷16號2樓","李健豪","8640000","1101228"
"7330","53474358","華悅置業股份有限公司","臺中市西屯區龍潭里龍聖路100號","謝金靜","40000000","1101213"
"7331","53475151","瀧慶企業有限公司","彰化縣埔心鄉羅厝路一段58號","葉俊宏","3000000","1101229"
"7332","53475407","永澄豐科技有限公司","彰化縣秀水鄉義興村義興街1-29號","吳鏈焜","10000000","1101228"
"7333","53475589","碁泰地產有限公司","花蓮縣吉安鄉北昌村自立路2段97號1樓","王芷萱","15000000","1101229"
"7334","53476378","金禾翔型鋼加工有限公司","彰化縣秀水鄉金興村番花路300巷30號1樓","莊謝淑鈮","5000000","1101210"
"7335","53477073","陞逸建設股份有限公司","桃園市桃園區中泰里國聖五街8號6樓","張鈞喬","15000000","1101230"
"7336","53479451","愉龍興業有限公司","桃園市大園區竹圍里航翔路107號2樓W2002室","吳金龍","1000000","1101215"
"7337","53479712","安邑國際開發股份有限公司","嘉義縣朴子市平和里13鄰平和路7號","陳冠廷","30000000","1101227"
"7338","53480823","嘉周農產有限公司","嘉義市新開里體育路57號2樓","周岳霖","5000000","1101203"
"7339","53483455","喬興建設有限公司","彰化縣鹿港鎮街尾里文化街56號1樓","黃麟淇","5000000","1101208"
"7340","53484383","恆銓機電工程有限公司","桃園市中壢區仁祥里華安二路353號","蔡錫門","6000000","1101216"
"7341","53485123","東安應用材料股份有限公司","新竹縣竹北市新光三街28號","鄧恩智","8000000","1101216"
"7342","53485284","悅寶投資有限公司","新竹市北區舊社里光華二街99號10樓之4","王煥文","29800000","1101228"
"7343","53486636","大埕設計股份有限公司","臺中市西區土庫里忠明南路499號12樓","王文界","2000000","1101203"
"7344","53487895","佳政鋼鐵有限公司","臺南市安定區港南里港口1之37號1樓","林健一","5000000","1101209"
"7345","53488260","安心生物科技有限公司","彰化縣員林市萬年里員水路二段421巷80號","洪嘉男","3100000","1101213"
"7346","53488677","艾斐爾時尚咖啡烘焙有限公司","臺中市大雅區大雅里雅環路二段103號1樓","林榆榮","3000000","1101228"
"7347","53489459","生光營造有限公司","彰化縣溪州鄉尾厝村中山路四段455巷14號1樓","張輝煌","3600000","1101229"
"7348","53490765","悠跑國際有限公司","臺中市北區新興里太平路67號6樓","張寯濤","29000000","1101213"
"7349","53491770","三億茶事業股份有限公司","桃園市桃園區青溪里鎮二街42號(1樓)","吳東昌","3000000","1101202"
"7350","53492659","艾上綠能租賃有限公司","臺中市西屯區臺灣大道二段718號2樓","于繼駪","25000000","1101227"
"7351","53493329","聚泰環保材料科技股份有限公司","彰化縣二水鄉南通路1段20巷50號","周文東","520000000","1101210"
"7352","53494164","合和時尚精品有限公司","花蓮縣花蓮市民生里中正路572號之1 一樓、二樓","章湘羚","5000000","1101223"
"7353","53495570","聯旭能源開發股份有限公司","新竹市東區金山八街1號1樓","彭志強","78000000","1101229"
"7354","53496682","三良國際有限公司","彰化縣員林市南平里復興路96巷2號","賴思琪","500000","1101208"
"7355","53496923","祐昇生技行銷股份有限公司","桃園市楊梅區高山里梅高路441巷31號","黃練盛","6000000","1101223"
"7356","53497774","潤達營造有限公司","桃園市桃園區文中里正光一街285號13樓","王麗華","3600000","1101222"
"7357","53500834","美素館國際有限公司","臺中市西區公正里向上南路一段200號1樓","簡孝勳","1800000","1101229"
"7358","53501165","北美洲保險經紀人有限公司","臺中市大里區新仁路一段71之1號","吳延宇","5000000","1101229"
"7359","53501685","萬雋有限公司","彰化縣福興鄉南興街131號1樓","許盛家","1000000","1101221"
"7360","53502299","巨緯科技股份有限公司","桃園市龜山區大華村頂湖三街39號","林金柱","29000000","1101221"
"7361","53504584","泰珀莎室內裝修有限公司","臺中市南屯區新富路730號","李玉平","3750000","1101201"
"7362","53505916","弘翊精機有限公司","臺中市東勢區福隆里3鄰福成街38巷6號1樓","陳凱翔","100000","1101214"
"7363","53507787","軒航企業有限公司","桃園市蘆竹區錦興里中正路407號","日皓威","1000000","1101210"
"7364","53509976","福鵬生化科技股份有限公司","臺南市安定區中沙里沙崙26號2樓","楊鵬曉","5000000","1101229"
"7365","53513578","歐印興業有限公司","臺中市北屯區敦化路一段565號","吳亞潔","9200000","1101207"
"7366","53517315","上源環保企業有限公司","桃園市蘆竹區六福路292之9號","胡淑敏","10000000","1101207"
"7367","53517482","亮美事業有限公司","彰化縣田中鎮興酪路二段741巷8號1樓","謝鎔伊","1000000","1101222"
"7368","53519334","鼎盛餐飲管理顧問有限公司","臺北市大安區忠孝東路4段166號10樓","鄭聰秀","5000000","1101216"
"7369","53520016","兆基管理顧問股份有限公司","臺北市中山區建國北路3段92號3樓","李建成","192625660","1101220"
"7370","53520156","恩啓國際貿易有限公司","新北市板橋區中山路2段212巷4之4號5樓","方儷潔","2000000","1101215"
"7371","53520212","佑昌建設股份有限公司","臺北市大安區敦化南路2段76號16樓之2","王明仁","26800000","1101209"
"7372","53520753","優品工業有限公司","臺北市士林區社中街458巷43號1樓","吳朝鐺","5000000","1101229"
"7373","53525053","星洲投資股份有限公司","臺北市中山區復興北路2號4樓之11","林耕州","10000000","1101224"
"7374","53525743","鴻邦顧問有限公司","臺北市中山區長安東路2段6之1號4樓","陳郁婷","100000","1101229"
"7375","53526742","宏記鑽石有限公司","臺北市中正區羅斯福路1段99號1樓","陳韋廷","5000000","1101230"
"7376","53528235","晶喜揚有限公司","臺北市松山區新東街9巷16號1樓","楊憲昌","7300000","1101207"
"7377","53528875","雷紋科技有限公司","臺北市大安區復興南路1段200號12樓","邱銘漢","1000000","1101227"
"7378","53529261","台灣愛力根藥品股份有限公司","臺北市中正區羅斯福路2段102號9樓","林尚威","14500000","1101229"
"7379","53529662","關港貿物流股份有限公司","臺北市中正區紹興北街31巷6號7樓之2","武咏筠","5000000","1101223"
"7380","53529749","露卡有限公司","新北市泰山區信華一街27號3樓","白志雄","4000000","1101203"
"7381","53530339","菁英聯合工程有限公司","新竹縣竹北市台元街51號13樓之1","李毓庭","3000000","1101217"
"7382","53530915","台灣金蝶軟體有限公司","臺北市中山區松江路273號12樓之7","韋亮康","10000000","1101203"
"7383","53530921","博衡國際股份有限公司","臺北市內湖區石潭路65號14樓","楊元君","95016630","1101209"
"7384","53531490","沂佳股份有限公司","臺中市南區積善里頂橋三巷29之5號1樓","裴承澤","5000000","1101220"
"7385","53532603","增億工程股份有限公司","新北市永和區國中路31號(1樓)","張國棟","5000000","1101201"
"7386","53534216","鴻利資產管理有限公司","新北市汐止區連興街40號20樓","趙守文","2000000","1101207"
"7387","53535427","鐵甲科技股份有限公司","臺北市信義區信義路4段458號9樓","林家偉","5000000","1101206"
"7388","53535550","牛奶股份有限公司","臺北市中正區忠孝西路1段45號9樓之5","方乃正","20000000","1101210"
"7389","53535735","益立運動照明有限公司","新北市新店區民權路42巷7號","陳羽庭","500000","1101208"
"7390","53536122","德蓁開發股份有限公司","臺北市士林區承德路4段236號5樓","馮子展","20000000","1101229"
"7391","53536869","玩美國際開發有限公司","臺北市士林區福港街257號","翁志能","16000000","1101206"
"7392","53536919","丹豐投資有限公司","臺北市大同區民樂街33之2號","趙美玉","280000","1101228"
